model_id,equation,regressor,estimate,std_error,t_value,p_value
VAR-p2,EUA_ret,EUA_ret.l2,-0.021947237008873837,0.09513415149325256,-0.23069777429433905,0.8179360223488757
VAR-p2,EUA_ret,TTF_ret.l2,0.04572930220623052,0.0562445124114025,0.8130446908623173,0.4177762711937836
VAR-p2,EUA_ret,Brent_ret.l2,0.022085246385637847,0.12021212121786588,0.18371896412685168,0.8545389318081393
VAR-p2,EUA_ret,Power_ret.l2,0.12179204539328481,0.20500287045740948,0.594099219789158,0.5535458016100927
VAR-p2,EUA_ret,CPI_yoy_change.l2,2.3151199974861894,2.955561860533779,0.7833096063393088,0.43496330786438253
VAR-p2,EUA_ret,IP_growth.l2,-0.6230282862968549,0.4026922942774815,-1.5471572094884622,0.12441550367571204
VAR-p2,EUA_ret,Bund2Y_change.l2,6.41187887472756,5.874712408518301,1.0914370659966897,0.277231396458694
VAR-p2,EUA_ret,CISS_change.l2,-0.06351251744894697,0.14463957238711522,-0.439108857975335,0.6613593903412744
VAR-p2,EUA_ret,GreenEquity_relative.l2,-0.22328479715103153,0.1772751286972602,-1.2595382036492206,0.2102403117644101
VAR-p2,EUA_ret,GreenBond_relative.l2,0.14071814213189895,3.6590312157211096,0.038457759400165895,0.9693855697147585
VAR-p2,EUA_ret,const,0.019996640194950163,0.010049543557405073,1.9898058136397156,0.04884873990106097
VAR-p2,TTF_ret,EUA_ret.l1,0.2555034297300629,0.15307906428741072,1.669094535686129,0.09766288394970475
VAR-p2,TTF_ret,TTF_ret.l1,-0.11993753839219966,0.08944484898465166,-1.3409105136147126,0.18244077939648617
VAR-p2,TTF_ret,Brent_ret.l1,0.26706801025843385,0.15765116205294924,1.6940440322839834,0.09280840575357269
VAR-p2,TTF_ret,Power_ret.l1,0.137030831480122,0.3272694741711826,0.4187094803973261,0.6761646732821404
VAR-p2,TTF_ret,CPI_yoy_change.l1,1.7962368271204876,4.863123112872057,0.3693586992206883,0.7125006791752553
VAR-p2,TTF_ret,IP_growth.l1,0.46539480509776354,0.7698829434582103,0.6045007348874011,0.5466333671878816
VAR-p2,TTF_ret,Bund2Y_change.l1,-15.875341921813076,8.615973613429603,-1.8425476485986905,0.06782292896236021
VAR-p2,TTF_ret,CISS_change.l1,0.2113505624585357,0.2110988618694369,1.0011923351308947,0.3187154836241107
VAR-p2,TTF_ret,GreenEquity_relative.l1,0.17673990168648177,0.2538221255785066,0.6963140084169555,0.4875566929114703
VAR-p2,TTF_ret,GreenBond_relative.l1,-0.7229967143251016,5.773121597913713,-0.1252349707282067,0.900543663935176
VAR-p2,TTF_ret,EUA_ret.l2,-0.017264943315017597,0.14841837777344216,-0.11632618260638992,0.9075853039818975
VAR-p2,TTF_ret,TTF_ret.l2,0.27726708450403015,0.08774682025046136,3.1598533566527993,0.001990682880252918
VAR-p2,TTF_ret,Brent_ret.l2,0.2407387082007849,0.1875424097425778,1.2836494344464529,0.2016973772561288
