model_id,variable,statistic,observed,simulated_median,simulated_q05,simulated_q95,posterior_predictive_p_value,note
BVAR-SV-final-chain1,CISS_change,max_abs,0.49649999999999994,0.7192030463648342,0.4268165683101447,1.4351743529527898,0.87035,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenEquity_relative,mean,0.0018887929496982359,0.00467292186219679,-0.00897370136226064,0.01851331773226607,0.62985,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenEquity_relative,sd,0.05888634542769135,0.08562501720591724,0.07231776511862045,0.10344223715538714,1,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenEquity_relative,skewness,0.30963888942253415,-0.004948839402045626,-0.7747791694678035,0.7739504563349905,0.21855,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenEquity_relative,kurtosis,4.36547831951473,4.296963387179844,3.02163199751195,8.194031144854852,0.4763,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenEquity_relative,minimum,-0.13870985587514095,-0.2627374248125103,-0.43230398325600183,-0.17861405614884815,0.0023,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenEquity_relative,maximum,0.2253493254113481,0.2711534326677423,0.18704086036172302,0.44158325145160043,0.78015,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenEquity_relative,max_abs,0.2253493254113481,0.30463875370607213,0.21592820275419555,0.48684558824402835,0.9223,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenBond_relative,mean,3.4181009029502824e-4,9.644630724966522e-5,-5.320065976287888e-4,7.157218271518048e-4,0.2569,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenBond_relative,sd,0.0029504280148440172,0.0042199450257681395,0.003265914339579426,0.005791486647358285,0.9923,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenBond_relative,skewness,0.9602119413262993,0.07730309126793086,-2.0558362512726127,2.1120309664394816,0.22085,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenBond_relative,kurtosis,7.567514784546322,9.594625965104143,5.623823623287146,22.123099883280943,0.74125,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenBond_relative,minimum,-0.00809439888309526,-0.017057784517844028,-0.03250719959693851,-0.00978905494485905,0.01165,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,GreenBond_relative,maximum,0.01323493372330464,0.017660435837436726,0.010277473593575014,0.03288615298869397,0.801,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
